"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
253,1,304839,323336,328716,337386,346724,351121,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,277534,305304,331698,350872,373703,393581,407667,442771,472177,488689,495709,506953,518170,522037,531334,548253,561925,594165,620636
255,1,286495,308393,317984,323359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1,316685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1,298283,306734,316184,325232,334791,346558,353868,377815,395806,414430,428729,442806,457642,469326,481612,516201,535063,573780,0
258,1,289450,314995,326590,341697,360805,373938,386275,408121,437710,452817,468880,484459,503313,514136,525742,571537,590460,618396,631647
259,1,277534,305304,331698,350872,373703,393581,407667,442771,472177,0,0,0,0,0,0,0,0,0,0
260,1,112710,131965,137966,149705,175753,192839,202827,210965,221397,230994,230994,230994,238069,241435,241435,252124,259671,274124,288441
261,1,107776,118833,120620,124913,130472,135159,148284,159509,172807,178968,193246,197997,197997,197997,200410,208536,215190,0,0
262,1,112710,131965,137966,149705,175753,192839,202827,210965,221397,230994,230994,230994,238069,241435,241435,0,0,0,0
263,1,107776,118833,120620,124913,130472,135159,148284,159509,172807,178968,0,0,0,0,0,0,0,0,0
264,1,280651,305419,316662,331310,349837,362571,374533,395714,424405,439052,454627,469732,488013,498508,509761,554163,572511,599598,612446
265,1,202431,224934,236442,240404,259335,263439,281996,287455,307825,327822,344535,364859,374126,374126,383746,403695,446637,498997,498997
266,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
267,1,314483,339851,367259,395693,412056,430530,460044,497795,515561,524229,539558,551076,558000,568069,577897,596667,622310,649817,676714
268,1,229052,261787,271862,294308,303457,314031,338424,380737,411119,433312,446239,446239,466044,466044,480386,502146,502146,545011,584775
269,1,253941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,485118,0
271,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
272,1,190493,205881,218000,225412,231477,234291,260870,266139,273347,286920,293424,299811,306506,306506,309641,320418,331880,344346,354782
273,1,196630,208704,215635,232073,244057,253667,261017,268580,286732,298269,0,0,0,0,0,0,0,0,0
274,1,233763,257662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1,242354,257563,316344,349982,357678,357678,377587,402230,430579,463333,0,0,0,0,0,0,0,0,0
276,1,190493,205881,218000,225412,231477,234291,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1,197099,212329,218801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1,298759,332140,360781,395343,423882,439037,473918,505435,531226,548139,560097,569412,576826,587070,602475,625085,648676,698311,728371
279,1,261824,288022,312922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,0,0,0,0,0,0,0,0,0,0
281,1,246284,254603,257954,273326,289667,297042,323891,358298,394664,409825,439694,462870,468517,468517,479881,500337,528892,578787,620954
282,1,305549,339689,368981,404328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1,287795,295948,305066,313796,323018,334372,341425,364530,381889,399857,413653,427236,441550,452823,464677,498050,516249,553604,575916
284,1,226442,251185,279516,294814,306966,312843,316150,325334,342897,342897,353130,364247,364247,373087,373087,376930,380716,405387,415075
285,1,267775,294568,320034,338534,360562,379742,393333,427202,455574,0,0,0,0,0,0,0,0,0,0
286,1,294120,311966,317157,325522,334533,338775,351425,361719,380359,391886,406555,419525,423488,431628,437292,465073,476795,496143,517470
287,1,310710,345426,375212,411157,440838,456598,492874,525652,552475,570064,582501,592189,599899,610553,626574,650088,674623,726244,757506
288,1,281089,302575,311984,317257,327050,338013,346019,366091,384481,394969,403482,414721,423950,439572,443618,464425,477784,0,0
289,1,299087,317235,322513,331020,340183,344496,357360,0,0,0,0,0,0,0,0,0,0,0,0
290,1,299087,317235,322513,331020,340183,344496,357360,367828,386782,398505,413421,426610,430640,438918,444677,472928,484848,504523,526209
291,1,327062,353445,381950,411521,428538,447751,478446,517707,536184,545198,561141,573120,580320,590792,601013,620533,647202,675809,703782
292,1,101798,103511,105244,107989,110227,111100,113066,114210,114210,114210,117274,117274,117274,118223,120836,122926,122926,125029,126163
293,1,89863,95381,98549,106061,111538,115930,119289,122745,131041,136314,155652,155652,159424,159424,161666,163469,168527,0,0
294,1,97735,101482,109440,115107,117981,132114,135055,136237,146402,155465,159128,164692,164692,170349,172195,179439,179439,194515,212842
295,1,86555,92053,92739,95869,100119,101733,111116,121749,135266,138942,146644,155335,159576,161546,166630,166630,172082,181410,181410
296,1,173110,192570,204747,222514,232815,234720,248446,255700,271479,277023,283764,283764,283764,283764,296683,303212,306723,318513,318513
297,1,197099,212329,218801,225258,236099,255173,277504,295526,0,0,0,0,0,0,0,0,0,0,0
298,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
299,1,261824,288022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,287584,305034,310109,318289,327099,331247,343615,353681,371906,383178,397520,410202,414077,422036,427574,454738,466200,485118,505971
301,1,253941,275939,291946,309668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1,287584,305034,310109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,314483,339851,367259,395693,412056,430530,460044,0,0,0,0,0,0,0,0,0,0,0,0
304,1,289218,307901,317011,330554,345411,358222,372582,0,0,0,0,0,0,0,0,0,0,0,0
305,1,312152,336012,346461,352317,363192,375367,384257,0,0,0,0,0,0,0,0,0,0,0,0
306,1,363206,392504,424158,456997,475895,497232,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1,363206,392504,424158,456997,475895,497232,531319,574919,595437,605447,623152,636454,644450,656080,667430,689108,718724,750493,781556
308,1,302389,332645,361403,382295,407170,428829,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,293284,318690,337177,357645,379067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,323096,346575,361866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1,315372,343204,355838,372298,393117,407427,420868,444670,476910,493369,510871,527845,548387,560180,572826,0,0,0,0
312,1,323096,346575,361866,377306,394050,406045,426351,432503,453174,461642,480323,491922,498345,506711,0,0,0,0,0
313,1,293284,318690,337177,357645,379067,396347,409429,431126,462654,471486,489623,511393,523783,532823,538421,551318,572976,599029,616863
314,1,324997,334204,344501,354359,364773,377594,385559,411651,431253,451544,467124,482462,498626,0,0,0,0,0,0
315,1,323096,346575,361866,377306,394050,406045,426351,432503,453174,461642,480323,491922,498345,506711,524060,547803,551727,560029,589445
316,1,315372,343204,355838,372298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,269980,297581,337071,353005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1,262561,279521,287792,300087,313575,325204,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1,283381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,291917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,273208,300545,326528,345403,367878,387447,401313,435870,464817,481072,487982,499051,510094,513900,523052,539708,553167,584904,610963
322,1,291917,313131,326946,340895,356024,366861,385208,390766,409442,417093,433971,444452,450255,457813,473488,494940,498485,505986,532564
323,1,311749,346581,376467,412532,442312,458125,494523,527410,554322,571971,584449,594169,601905,612595,628669,652262,676879,728673,760039
324,1,311749,346581,376467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1,293634,301953,311256,320163,329572,341156,348352,371926,389637,407970,422046,435904,450509,462011,474105,508155,526724,564837,0
326,1,314483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
328,1,281400,289372,298287,306823,315840,326941,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,390971,404461,417741,431737,442760,0,0,0,0,0
330,1,273066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1,304001,337968,367110,402279,431319,446739,482232,514302,540545,557755,569923,579402,586945,597370,613044,636051,660056,710562,741150
333,1,284662,305348,318820,332423,347175,357744,375634,381054,399266,406727,423185,433405,439064,446435,461720,482639,486096,493410,519327
334,1,292629,310385,315549,323873,332837,337058,349644,359886,378431,389900,404494,417399,421342,0,0,0,0,0,0
335,1,320000,345813,373702,402635,419285,438083,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,210695,217381,230999,250509,264605,276734,293841,337567,366512,373797,395694,409518,409518,409518,413857,423222,427858,453682,453682
337,1,287717,306303,315366,328839,343619,356363,370648,390318,415501,426236,443074,453894,473047,482636,499120,527004,545114,586444,598291
338,1,291762,317036,335428,355789,377100,394290,407305,428889,460253,469040,487082,0,0,0,0,0,0,0,0
339,1,314403,341639,361457,383399,406363,424887,438912,462171,495969,505438,524880,548218,561500,571192,577192,591018,614235,642165,661283
340,1,324163,356599,387428,409823,436490,459709,476161,517163,551509,570795,578995,592128,605230,609746,620606,640368,656337,693993,724912
341,1,310045,330072,339839,354357,370284,384017,399411,420607,447745,459313,477457,489117,509756,520089,537852,567900,587416,631953,644719
342,1,338082,367918,381462,399107,421425,436765,451175,476691,511252,528896,547659,565855,587876,600519,614075,667563,689665,722295,737773
343,1,348399,358270,369308,379876,391040,404784,413323,441293,462307,484060,500761,517204,534532,548179,562529,602930,624962,670184,697193
344,1,348399,358270,369308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1,348399,358270,369308,379876,391040,404784,413323,441293,462307,484060,500761,517204,534532,548179,562529,602930,624962,670184,697193
346,1,88247,95066,97964,100854,105708,114249,124246,0,0,0,0,0,0,0,0,0,0,0,0
347,1,102553,117210,121721,131770,135867,140601,151522,170467,184070,194006,199794,199794,208662,208662,215083,0,0,0,0
348,1,90634,100710,105862,107636,116112,117949,126258,128702,137822,146776,154258,163358,167507,167507,171814,0,0,0,0
349,1,88247,95066,97964,100854,105708,114249,124246,132316,138645,143058,144543,152693,159849,164511,166347,0,0,0,0
350,1,286709,294831,303915,312612,321799,333110,340137,363154,380448,398348,0,0,0,0,0,0,0,0,0
351,1,77506,86219,91671,99626,104238,105091,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1,77506,86219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,85289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1,85289,92179,97605,100924,103639,104899,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1,104662,115363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1,85289,92179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1,102553,117210,121721,131770,135867,140601,151522,170467,184070,194006,199794,199794,208662,208662,215083,224825,224825,244017,261821
358,1,90634,100710,105862,107636,116112,117949,126258,128702,137822,146776,154258,163358,167507,167507,171814,180746,199972,223415,223415
359,1,88037,93443,96546,103906,109271,113574,116865,120251,128378,133544,152489,152489,156184,156184,158381,160147,165102,178047,186132
360,1,88247,95066,97964,100854,105708,114249,124246,132316,0,0,0,0,0,0,0,0,0,0,0
361,1,108509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1,125911,140065,148922,161844,169337,170723,180706,185982,197459,201491,206394,206394,206394,206394,215791,220540,223094,231669,231669
363,1,143018,151800,156841,168797,177514,184503,189849,195351,208553,216945,247722,247722,253725,253725,257294,260163,268212,289241,302375
364,1,137753,146503,147595,152577,159340,161910,176842,193765,215277,221128,233386,0,0,0,0,0,0,0,0
365,1,138554,149746,158562,163952,168363,170410,189743,193575,198818,208690,213420,218066,222936,222936,225216,233055,241391,250458,0
366,1,170026,187409,212278,222314,244483,244483,271673,275329,293607,304064,313426,313426,313426,313426,325265,344471,374691,389092,409075
367,1,166600,190410,197738,214063,220718,228409,246151,276927,299025,315168,324570,324570,338975,338975,349407,365233,365233,396411,425333
368,1,125911,140065,148922,161844,169337,170723,180706,185982,197459,201491,206394,206394,206394,206394,215791,220540,223094,231669,231669
369,1,143359,154436,159144,163840,171725,185599,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1,166600,190410,197738,214063,220718,228409,246151,0,0,0,0,0,0,0,0,0,0,0,0
371,1,138554,149746,158562,163952,168363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1,147237,163605,171975,174857,188626,191611,205108,209079,223895,238440,250596,265379,272119,272119,279116,293625,324859,0,0
373,1,137753,146503,147595,152577,159340,161910,176842,193765,215277,221128,233386,247217,253967,257103,265194,265194,273870,288716,288716
374,1,294340,319838,338392,358934,380433,397775,410905,432680,464321,473185,491387,513236,0,0,0,0,0,0,0
375,1,105467,108814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,1,115268,121716,131387,143010,152168,165550,165550,178370,200699,211296,211296,217340,217340,220559,229684,245656,265103,270093,286753
377,1,107059,108861,110683,113570,115924,116841,118910,120112,120112,120112,0,0,0,0,0,0,0,0,0
378,1,115742,119652,121227,128451,136130,139596,152214,168384,185474,192599,206636,217528,220182,220182,225522,235135,248555,272004,291820
379,1,105292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,256681,273262,281347,293367,306553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,109162,116012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1,322345,348347,376441,405585,422357,441293,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1,294774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1,126695,140779,147981,150461,162309,164878,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1,143356,163844,170149,184197,189923,196541,211808,238290,257305,271195,279286,279286,291681,291681,300657,314276,314276,341104,365991
386,1,151681,161200,197989,219042,223859,223859,236319,251742,269485,289984,302743,302743,317363,321985,321985,349174,372774,387612,394765
387,1,123064,130621,134959,145246,152747,158761,163361,168095,179455,186676,213160,213160,218325,218325,221396,223865,230791,248886,260187
388,1,119223,128854,136439,141078,144873,146634,163270,166567,171079,179573,0,0,0,0,0,0,0,0,0
389,1,311655,338652,358298,380048,402811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1,331705,357059,368163,374386,385942,398879,408326,432013,453714,466091,476137,489400,500291,518726,523500,548054,563818,605957,625651
391,1,366659,407627,442777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1,111571,118572,145633,161119,164662,164662,173827,185172,198223,213302,222686,222686,233440,236840,236840,256839,0,0,0
393,1,93192,103552,108849,110673,119388,121278,129821,132334,141711,150917,158611,167968,172234,172234,176663,185846,205615,229720,229720
394,1,90737,97748,100728,103700,108691,117472,127752,136049,142558,147095,148622,157002,164360,169153,171041,174945,179680,190159,204228
395,1,293634,301953,311256,320163,329572,341156,348352,371926,389637,407970,422046,435904,450509,462011,474105,508155,526724,564837,587601
396,1,261309,278188,286419,298656,312079,323653,336627,354492,377364,387113,402405,412232,429627,438336,453307,478632,495079,532616,543376
397,1,223152,231709,249878,262818,269380,301648,308363,311063,334272,354966,363329,0,0,0,0,0,0,0,0
398,1,252891,268761,330098,365198,373229,373229,394004,419719,449300,483478,504749,504749,529125,536831,536831,582162,621510,646249,658173
399,1,311749,346581,376467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,291917,313131,326946,340895,356024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1,293634,301953,311256,320163,329572,341156,348352,0,0,0,0,0,0,0,0,0,0,0,0
402,1,321024,340503,346168,355299,365133,369764,383571,394807,415151,427733,443743,457900,462226,471110,477292,507615,520409,541527,564804
403,1,248647,252831,257062,263768,269235,271365,276169,278962,278962,278962,286448,286448,286448,288765,295146,300251,300251,305389,308158
404,1,333499,370761,402732,441313,473171,490087,529024,564206,592996,611876,625225,635623,643898,655334,672530,697769,724103,779510,0
405,1,292269,321513,349309,369501,393544,414478,429312,466279,497246,0,0,0,0,0,0,0,0,0,0
406,1,301706,324767,334866,340527,351037,362805,371397,392942,412681,423938,433076,0,0,0,0,0,0,0,0
407,1,84340,93821,99753,108409,113428,114356,121044,124578,132265,134966,138250,138250,138250,138250,144545,147726,149436,155181,155181
408,1,121584,142355,148828,161492,189590,208021,218796,227574,238828,249181,249181,249181,256813,260443,260443,271974,280115,295706,311150
409,1,89739,101317,107355,118877,125221,132414,136194,141735,151790,157098,157098,164399,164399,164399,164399,168910,168910,172848,172848
410,1,118076,125485,154124,170512,174262,174262,183962,195968,209779,225737,235669,235669,0,0,0,0,0,0,0
411,1,113890,125534,142192,148914,163764,163764,181976,184425,196669,203673,209944,209944,209944,209944,217875,230739,250982,260628,274013
412,1,104190,108185,116669,122710,125774,140840,143976,145236,156072,165735,169639,175571,175571,181601,183569,191292,191292,0,0
413,1,121584,142355,148828,161492,189590,208021,218796,227574,238828,249181,249181,249181,256813,260443,260443,271974,280115,295706,311150
414,1,89739,101317,107355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
